Amount,Payment_Method,Bank,Previous_Failures,Attempt_Number,Error,Original_Status,Risk_Percentage,Risk_Level,Recovery_Action
15614,CARD,Bank_B,0,1,AUTH_ERROR,FAILED,45.57,MEDIUM,Complete authentication and retry the payment.
9794,UPI,Bank_C,0,1,NONE,SUCCESS,19.36,LOW,Continue payment normally.
3468,UPI,Bank_C,0,1,NETWORK_ERROR,SUCCESS,54.41,MEDIUM,Retry after a short delay or use another payment method.
12871,UPI,Bank_B,1,2,NONE,FAILED,29.44,LOW,Continue payment normally.
6394,UPI,Bank_C,0,1,NONE,SUCCESS,21.51,LOW,Continue payment normally.
12918,UPI,Bank_B,0,1,AUTH_ERROR,FAILED,44.75,MEDIUM,Complete authentication and retry the payment.
6943,CARD,Bank_C,0,1,NONE,SUCCESS,20.09,LOW,Continue payment normally.
4811,UPI,Bank_D,0,1,NONE,SUCCESS,16.01,LOW,Continue payment normally.
16559,CARD,Bank_A,0,1,CARD_DECLINED,FAILED,37.36,MEDIUM,Try UPI or Net Banking instead of the card.
7837,UPI,Bank_A,0,1,NONE,SUCCESS,16.02,LOW,Continue payment normally.
3489,CARD,Bank_B,1,2,NONE,SUCCESS,36.01,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
4716,UPI,Bank_C,2,3,BANK_ERROR,FAILED,89.52,HIGH,Try another bank or payment method.
6092,CARD,Bank_A,0,1,CARD_DECLINED,SUCCESS,43.05,MEDIUM,Try UPI or Net Banking instead of the card.
18191,UPI,Bank_C,0,1,NONE,SUCCESS,20.94,LOW,Continue payment normally.
13092,UPI,Bank_D,0,1,BANK_ERROR,SUCCESS,50.83,MEDIUM,Try another bank or payment method.
19461,UPI,Bank_A,0,1,NONE,SUCCESS,12.85,LOW,Continue payment normally.
7326,UPI,Bank_D,0,1,NONE,SUCCESS,15.18,LOW,Continue payment normally.
8184,UPI,Bank_A,3,4,BANK_ERROR,FAILED,93.68,HIGH,Try another bank or payment method.
19084,NET_BANKING,Bank_B,0,1,NONE,SUCCESS,17.4,LOW,Continue payment normally.
9897,NET_BANKING,Bank_C,0,1,BANK_ERROR,FAILED,57.95,MEDIUM,Try another bank or payment method.
7550,UPI,Bank_A,0,1,NONE,SUCCESS,11.54,LOW,Continue payment normally.
19667,NET_BANKING,Bank_B,1,2,BANK_ERROR,FAILED,69.22,MEDIUM,Try another bank or payment method.
9734,UPI,Bank_D,0,1,BANK_ERROR,SUCCESS,51.03,MEDIUM,Try another bank or payment method.
1260,UPI,Bank_C,2,3,BANK_ERROR,FAILED,90.01,HIGH,Try another bank or payment method.
11926,CARD,Bank_C,0,1,NONE,FAILED,24.09,LOW,Continue payment normally.
4087,CARD,Bank_A,0,1,NONE,SUCCESS,15.66,LOW,Continue payment normally.
17401,CARD,Bank_D,0,1,NONE,SUCCESS,21.91,LOW,Continue payment normally.
9118,CARD,Bank_D,2,3,CARD_DECLINED,FAILED,89.2,HIGH,Try UPI or Net Banking instead of the card.
19266,UPI,Bank_A,2,3,NONE,FAILED,58.47,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
14770,UPI,Bank_A,0,1,NONE,SUCCESS,15.01,LOW,Continue payment normally.
17491,CARD,Bank_B,0,1,NONE,FAILED,17.01,LOW,Continue payment normally.
532,CARD,Bank_D,0,1,NONE,FAILED,20.67,LOW,Continue payment normally.
624,UPI,Bank_A,0,1,NONE,FAILED,15.92,LOW,Continue payment normally.
10945,CARD,Bank_A,0,1,NONE,SUCCESS,15.88,LOW,Continue payment normally.
17694,NET_BANKING,Bank_C,2,3,NONE,SUCCESS,79.81,HIGH,"Continue payment, but offer an alternate payment method if it fails."
11309,NET_BANKING,Bank_A,0,1,BANK_ERROR,SUCCESS,45.39,MEDIUM,Try another bank or payment method.
14819,UPI,Bank_B,1,2,BANK_ERROR,SUCCESS,67.4,MEDIUM,Try another bank or payment method.
19375,UPI,Bank_C,1,2,BANK_ERROR,FAILED,78.55,HIGH,Try another bank or payment method.
13372,CARD,Bank_C,0,1,NONE,SUCCESS,21.33,LOW,Continue payment normally.
7749,CARD,Bank_B,1,2,NONE,FAILED,38.29,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
16282,UPI,Bank_D,0,1,NONE,SUCCESS,15.32,LOW,Continue payment normally.
12735,UPI,Bank_B,2,3,BANK_ERROR,FAILED,82.46,HIGH,Try another bank or payment method.
11192,CARD,Bank_A,2,3,NONE,SUCCESS,67.58,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
18106,NET_BANKING,Bank_D,1,2,NETWORK_ERROR,SUCCESS,79.39,HIGH,Retry after a short delay or use another payment method.
6819,CARD,Bank_B,0,1,NONE,SUCCESS,15.71,LOW,Continue payment normally.
8155,UPI,Bank_D,0,1,NONE,SUCCESS,14.49,LOW,Continue payment normally.
9646,UPI,Bank_B,2,3,NETWORK_ERROR,FAILED,82.93,HIGH,Retry after a short delay or use another payment method.
12894,UPI,Bank_B,0,1,NONE,FAILED,15.6,LOW,Continue payment normally.
19823,UPI,Bank_B,0,1,AUTH_ERROR,FAILED,44.42,MEDIUM,Complete authentication and retry the payment.
10964,UPI,Bank_C,0,1,BANK_ERROR,SUCCESS,48.22,MEDIUM,Try another bank or payment method.
13307,CARD,Bank_D,0,1,NONE,SUCCESS,18.6,LOW,Continue payment normally.
3056,CARD,Bank_B,1,2,NONE,SUCCESS,38.47,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
16606,CARD,Bank_B,1,2,NONE,SUCCESS,40.01,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
9840,CARD,Bank_B,1,2,NONE,SUCCESS,36.29,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
15267,UPI,Bank_A,1,2,BANK_ERROR,FAILED,62.79,MEDIUM,Try another bank or payment method.
309,CARD,Bank_A,0,1,NONE,SUCCESS,13.35,LOW,Continue payment normally.
18362,UPI,Bank_C,0,1,NONE,FAILED,21.24,LOW,Continue payment normally.
13257,UPI,Bank_A,0,1,NONE,SUCCESS,16.88,LOW,Continue payment normally.
615,NET_BANKING,Bank_D,0,1,BANK_ERROR,FAILED,49.45,MEDIUM,Try another bank or payment method.
13310,UPI,Bank_A,0,1,NONE,FAILED,13.83,LOW,Continue payment normally.
15861,UPI,Bank_B,1,2,NONE,SUCCESS,30.2,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
17645,UPI,Bank_D,0,1,NONE,FAILED,17.7,LOW,Continue payment normally.
10083,CARD,Bank_B,0,1,AUTH_ERROR,SUCCESS,48.25,MEDIUM,Complete authentication and retry the payment.
4149,UPI,Bank_A,3,4,AUTH_ERROR,FAILED,95.74,HIGH,Complete authentication and retry the payment.
2208,CARD,Bank_C,3,4,CARD_DECLINED,FAILED,97.38,HIGH,Try UPI or Net Banking instead of the card.
18320,UPI,Bank_A,0,1,NONE,SUCCESS,13.24,LOW,Continue payment normally.
6058,CARD,Bank_C,1,2,NONE,SUCCESS,48.15,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
16004,CARD,Bank_A,0,1,NONE,SUCCESS,16.26,LOW,Continue payment normally.
17070,NET_BANKING,Bank_B,0,1,BANK_ERROR,SUCCESS,47.21,MEDIUM,Try another bank or payment method.
8065,UPI,Bank_A,0,1,BANK_ERROR,FAILED,41.85,MEDIUM,Try another bank or payment method.
7313,CARD,Bank_C,0,1,NONE,SUCCESS,25.39,LOW,Continue payment normally.
4363,UPI,Bank_A,1,2,BANK_ERROR,SUCCESS,64.19,MEDIUM,Try another bank or payment method.
17346,NET_BANKING,Bank_A,0,1,NONE,FAILED,16.18,LOW,Continue payment normally.
5487,UPI,Bank_C,0,1,NONE,SUCCESS,20.3,LOW,Continue payment normally.
667,UPI,Bank_D,0,1,NONE,SUCCESS,17.77,LOW,Continue payment normally.
8911,UPI,Bank_A,0,1,NONE,SUCCESS,17.05,LOW,Continue payment normally.
2918,CARD,Bank_B,0,1,CARD_DECLINED,SUCCESS,45.75,MEDIUM,Try UPI or Net Banking instead of the card.
11108,UPI,Bank_C,0,1,NONE,SUCCESS,20.37,LOW,Continue payment normally.
7167,UPI,Bank_A,0,1,NONE,SUCCESS,13.01,LOW,Continue payment normally.
13706,UPI,Bank_A,0,1,NONE,SUCCESS,15.28,LOW,Continue payment normally.
9549,UPI,Bank_B,0,1,NONE,SUCCESS,15.7,LOW,Continue payment normally.
830,CARD,Bank_C,0,1,NONE,SUCCESS,19.7,LOW,Continue payment normally.
4407,UPI,Bank_A,0,1,NONE,SUCCESS,12.98,LOW,Continue payment normally.
2546,UPI,Bank_D,2,3,NONE,FAILED,64.31,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
2816,CARD,Bank_B,0,1,NONE,SUCCESS,16.58,LOW,Continue payment normally.
13145,UPI,Bank_A,0,1,NONE,FAILED,12.38,LOW,Continue payment normally.
8808,CARD,Bank_C,0,1,NONE,SUCCESS,23.15,LOW,Continue payment normally.
12982,UPI,Bank_D,1,2,NONE,SUCCESS,44.31,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
9107,UPI,Bank_C,0,1,NONE,SUCCESS,19.48,LOW,Continue payment normally.
16063,UPI,Bank_A,1,2,BANK_ERROR,FAILED,66.94,MEDIUM,Try another bank or payment method.
11809,CARD,Bank_D,0,1,NONE,FAILED,22.13,LOW,Continue payment normally.
15096,UPI,Bank_A,0,1,NETWORK_ERROR,SUCCESS,40.61,MEDIUM,Retry after a short delay or use another payment method.
13429,UPI,Bank_A,1,2,NONE,FAILED,32.19,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
14312,UPI,Bank_C,0,1,AUTH_ERROR,SUCCESS,54.93,MEDIUM,Complete authentication and retry the payment.
16675,UPI,Bank_C,0,1,BANK_ERROR,FAILED,52.65,MEDIUM,Try another bank or payment method.
16112,UPI,Bank_A,0,1,BANK_ERROR,FAILED,39.97,MEDIUM,Try another bank or payment method.
9056,UPI,Bank_C,0,1,NONE,FAILED,21.78,LOW,Continue payment normally.
18667,NET_BANKING,Bank_D,0,1,AUTH_ERROR,SUCCESS,55.72,MEDIUM,Complete authentication and retry the payment.
17326,UPI,Bank_C,0,1,NETWORK_ERROR,SUCCESS,49.5,MEDIUM,Retry after a short delay or use another payment method.
7640,CARD,Bank_B,0,1,NONE,SUCCESS,13.3,LOW,Continue payment normally.
7741,UPI,Bank_B,1,2,NONE,SUCCESS,34.97,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
7042,CARD,Bank_A,1,2,AUTH_ERROR,FAILED,67.24,MEDIUM,Complete authentication and retry the payment.
4333,NET_BANKING,Bank_A,0,1,NONE,FAILED,13.83,LOW,Continue payment normally.
4478,CARD,Bank_C,0,1,NETWORK_ERROR,FAILED,56.68,MEDIUM,Retry after a short delay or use another payment method.
12751,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,18.32,LOW,Continue payment normally.
9113,UPI,Bank_B,0,1,NONE,SUCCESS,12.27,LOW,Continue payment normally.
15260,CARD,Bank_D,0,1,NONE,SUCCESS,21.99,LOW,Continue payment normally.
7017,UPI,Bank_A,0,1,NONE,SUCCESS,14.08,LOW,Continue payment normally.
661,UPI,Bank_D,0,1,NONE,SUCCESS,16.22,LOW,Continue payment normally.
19890,NET_BANKING,Bank_B,0,1,NONE,SUCCESS,18.97,LOW,Continue payment normally.
4153,CARD,Bank_D,2,3,NONE,FAILED,64.77,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
144,CARD,Bank_A,0,1,NONE,SUCCESS,13.34,LOW,Continue payment normally.
17758,UPI,Bank_C,0,1,NETWORK_ERROR,FAILED,53.52,MEDIUM,Retry after a short delay or use another payment method.
2127,UPI,Bank_B,0,1,NONE,SUCCESS,11.09,LOW,Continue payment normally.
5227,UPI,Bank_D,0,1,NONE,SUCCESS,20.29,LOW,Continue payment normally.
4109,UPI,Bank_D,2,3,AUTH_ERROR,FAILED,90.91,HIGH,Complete authentication and retry the payment.
5329,NET_BANKING,Bank_D,2,3,NETWORK_ERROR,FAILED,88.53,HIGH,Retry after a short delay or use another payment method.
14771,CARD,Bank_D,0,1,NONE,SUCCESS,20.6,LOW,Continue payment normally.
17373,UPI,Bank_C,0,1,NETWORK_ERROR,SUCCESS,52.62,MEDIUM,Retry after a short delay or use another payment method.
3800,UPI,Bank_D,0,1,NONE,SUCCESS,18.55,LOW,Continue payment normally.
15254,UPI,Bank_A,2,3,BANK_ERROR,FAILED,85.92,HIGH,Try another bank or payment method.
13055,CARD,Bank_D,0,1,NONE,FAILED,21.82,LOW,Continue payment normally.
18387,UPI,Bank_B,0,1,NONE,SUCCESS,17.83,LOW,Continue payment normally.
10066,UPI,Bank_C,2,3,NONE,FAILED,73.23,HIGH,"Continue payment, but offer an alternate payment method if it fails."
3066,NET_BANKING,Bank_C,0,1,NONE,SUCCESS,25.83,LOW,Continue payment normally.
14355,CARD,Bank_B,1,2,NONE,SUCCESS,34.98,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
9204,UPI,Bank_A,0,1,NONE,SUCCESS,12.23,LOW,Continue payment normally.
10897,UPI,Bank_A,0,1,NONE,SUCCESS,13.51,LOW,Continue payment normally.
9499,NET_BANKING,Bank_A,1,2,NONE,SUCCESS,35.63,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
16482,CARD,Bank_B,0,1,NONE,SUCCESS,16.83,LOW,Continue payment normally.
6666,UPI,Bank_C,1,2,NONE,SUCCESS,46.73,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
2495,CARD,Bank_C,0,1,NONE,SUCCESS,22.94,LOW,Continue payment normally.
12371,NET_BANKING,Bank_D,0,1,AUTH_ERROR,FAILED,57.75,MEDIUM,Complete authentication and retry the payment.
131,NET_BANKING,Bank_D,0,1,NONE,SUCCESS,18.07,LOW,Continue payment normally.
11835,UPI,Bank_B,0,1,NONE,SUCCESS,13.33,LOW,Continue payment normally.
8380,UPI,Bank_D,0,1,NONE,SUCCESS,17.25,LOW,Continue payment normally.
14148,CARD,Bank_A,0,1,NONE,FAILED,19.39,LOW,Continue payment normally.
6128,UPI,Bank_C,0,1,NONE,SUCCESS,21.75,LOW,Continue payment normally.
464,UPI,Bank_B,0,1,NONE,SUCCESS,14.94,LOW,Continue payment normally.
10559,CARD,Bank_C,0,1,NETWORK_ERROR,SUCCESS,63.32,MEDIUM,Retry after a short delay or use another payment method.
12275,UPI,Bank_C,0,1,BANK_ERROR,SUCCESS,45.48,MEDIUM,Try another bank or payment method.
17957,UPI,Bank_C,0,1,NONE,SUCCESS,24.19,LOW,Continue payment normally.
7135,CARD,Bank_D,0,1,NONE,SUCCESS,16.42,LOW,Continue payment normally.
7507,CARD,Bank_C,3,4,AUTH_ERROR,FAILED,97.49,HIGH,Complete authentication and retry the payment.
4226,UPI,Bank_D,0,1,NONE,FAILED,18.37,LOW,Continue payment normally.
17011,NET_BANKING,Bank_C,1,2,NONE,SUCCESS,45.35,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
18995,UPI,Bank_C,1,2,BANK_ERROR,FAILED,74.82,HIGH,Try another bank or payment method.
19462,CARD,Bank_A,0,1,CARD_DECLINED,FAILED,43.83,MEDIUM,Try UPI or Net Banking instead of the card.
6230,UPI,Bank_A,0,1,NONE,SUCCESS,13.97,LOW,Continue payment normally.
11704,UPI,Bank_A,3,4,BANK_ERROR,FAILED,95.56,HIGH,Try another bank or payment method.
8658,UPI,Bank_C,1,2,NONE,FAILED,41.92,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
13271,UPI,Bank_A,1,2,NONE,FAILED,33.86,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
7411,CARD,Bank_D,0,1,AUTH_ERROR,FAILED,50.22,MEDIUM,Complete authentication and retry the payment.
7257,UPI,Bank_A,3,4,BANK_ERROR,FAILED,93.81,HIGH,Try another bank or payment method.
5946,NET_BANKING,Bank_A,0,1,AUTH_ERROR,SUCCESS,45.97,MEDIUM,Complete authentication and retry the payment.
16964,UPI,Bank_D,0,1,BANK_ERROR,SUCCESS,49.23,MEDIUM,Try another bank or payment method.
9089,UPI,Bank_C,1,2,BANK_ERROR,FAILED,75.6,HIGH,Try another bank or payment method.
15634,UPI,Bank_B,0,1,NETWORK_ERROR,SUCCESS,41.63,MEDIUM,Retry after a short delay or use another payment method.
11483,NET_BANKING,Bank_D,0,1,NONE,FAILED,21.14,LOW,Continue payment normally.
19808,UPI,Bank_B,0,1,BANK_ERROR,FAILED,35.58,MEDIUM,Try another bank or payment method.
12511,UPI,Bank_C,1,2,AUTH_ERROR,SUCCESS,78.12,HIGH,Complete authentication and retry the payment.
13388,NET_BANKING,Bank_C,0,1,NONE,SUCCESS,22.33,LOW,Continue payment normally.
15247,CARD,Bank_D,0,1,NONE,SUCCESS,20.16,LOW,Continue payment normally.
6953,UPI,Bank_C,1,2,NONE,SUCCESS,45.26,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
11609,CARD,Bank_B,1,2,NONE,SUCCESS,36.4,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
2086,UPI,Bank_B,0,1,NONE,SUCCESS,12.73,LOW,Continue payment normally.
15001,UPI,Bank_A,3,4,NETWORK_ERROR,FAILED,93.82,HIGH,Retry after a short delay or use another payment method.
19430,CARD,Bank_C,0,1,NONE,SUCCESS,23.96,LOW,Continue payment normally.
6771,UPI,Bank_A,0,1,NONE,SUCCESS,11.92,LOW,Continue payment normally.
4426,NET_BANKING,Bank_B,0,1,AUTH_ERROR,SUCCESS,39.15,MEDIUM,Complete authentication and retry the payment.
1357,CARD,Bank_C,0,1,NONE,SUCCESS,19.3,LOW,Continue payment normally.
11738,NET_BANKING,Bank_B,2,3,AUTH_ERROR,FAILED,91.09,HIGH,Complete authentication and retry the payment.
12141,UPI,Bank_A,2,3,AUTH_ERROR,FAILED,83.1,HIGH,Complete authentication and retry the payment.
2893,UPI,Bank_C,0,1,NONE,SUCCESS,18.12,LOW,Continue payment normally.
8666,UPI,Bank_A,1,2,NONE,FAILED,32.31,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
16238,UPI,Bank_A,3,4,NETWORK_ERROR,SUCCESS,94.34,HIGH,Retry after a short delay or use another payment method.
14792,CARD,Bank_B,0,1,NONE,SUCCESS,19.1,LOW,Continue payment normally.
15856,UPI,Bank_A,0,1,NONE,FAILED,17.31,LOW,Continue payment normally.
14808,NET_BANKING,Bank_B,1,2,NONE,FAILED,39.75,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
4717,CARD,Bank_A,0,1,AUTH_ERROR,SUCCESS,46.93,MEDIUM,Complete authentication and retry the payment.
15691,UPI,Bank_B,0,1,BANK_ERROR,SUCCESS,37.74,MEDIUM,Try another bank or payment method.
16113,UPI,Bank_A,0,1,NONE,FAILED,14.06,LOW,Continue payment normally.
1137,CARD,Bank_C,0,1,NETWORK_ERROR,FAILED,50.24,MEDIUM,Retry after a short delay or use another payment method.
2730,CARD,Bank_D,1,2,NONE,FAILED,41.01,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
9452,UPI,Bank_C,2,3,BANK_ERROR,FAILED,90.98,HIGH,Try another bank or payment method.
11273,NET_BANKING,Bank_A,0,1,BANK_ERROR,SUCCESS,39.63,MEDIUM,Try another bank or payment method.
11256,UPI,Bank_C,3,4,BANK_ERROR,FAILED,96.56,HIGH,Try another bank or payment method.
5045,NET_BANKING,Bank_B,0,1,BANK_ERROR,SUCCESS,40.61,MEDIUM,Try another bank or payment method.
17050,CARD,Bank_A,0,1,NETWORK_ERROR,FAILED,47.79,MEDIUM,Retry after a short delay or use another payment method.
10047,UPI,Bank_A,0,1,NONE,SUCCESS,12.01,LOW,Continue payment normally.
8394,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,16.25,LOW,Continue payment normally.
6701,UPI,Bank_B,1,2,BANK_ERROR,SUCCESS,59.0,MEDIUM,Try another bank or payment method.
14406,CARD,Bank_A,0,1,NONE,SUCCESS,17.54,LOW,Continue payment normally.
12842,CARD,Bank_C,0,1,NONE,SUCCESS,21.25,LOW,Continue payment normally.
672,UPI,Bank_B,0,1,NONE,SUCCESS,12.9,LOW,Continue payment normally.
14083,UPI,Bank_B,0,1,NONE,SUCCESS,12.91,LOW,Continue payment normally.
394,UPI,Bank_C,0,1,NETWORK_ERROR,SUCCESS,48.81,MEDIUM,Retry after a short delay or use another payment method.
4384,NET_BANKING,Bank_A,0,1,BANK_ERROR,SUCCESS,41.46,MEDIUM,Try another bank or payment method.
16351,UPI,Bank_B,0,1,NONE,FAILED,13.04,LOW,Continue payment normally.
3664,CARD,Bank_B,0,1,CARD_DECLINED,SUCCESS,38.7,MEDIUM,Try UPI or Net Banking instead of the card.
9206,UPI,Bank_D,0,1,NONE,SUCCESS,15.86,LOW,Continue payment normally.
12493,UPI,Bank_C,0,1,NONE,FAILED,22.75,LOW,Continue payment normally.
4454,UPI,Bank_C,0,1,NONE,SUCCESS,23.3,LOW,Continue payment normally.
6575,NET_BANKING,Bank_C,0,1,NONE,SUCCESS,24.83,LOW,Continue payment normally.
14920,CARD,Bank_B,1,2,CARD_DECLINED,SUCCESS,65.57,MEDIUM,Try UPI or Net Banking instead of the card.
6065,UPI,Bank_D,2,3,BANK_ERROR,FAILED,85.81,HIGH,Try another bank or payment method.
9750,CARD,Bank_A,0,1,NONE,SUCCESS,13.38,LOW,Continue payment normally.
6768,CARD,Bank_C,0,1,CARD_DECLINED,FAILED,56.61,MEDIUM,Try UPI or Net Banking instead of the card.
6530,CARD,Bank_A,0,1,NONE,SUCCESS,16.46,LOW,Continue payment normally.
11209,CARD,Bank_A,0,1,NONE,SUCCESS,15.12,LOW,Continue payment normally.
11450,UPI,Bank_A,0,1,NONE,SUCCESS,15.13,LOW,Continue payment normally.
19535,CARD,Bank_B,0,1,NETWORK_ERROR,SUCCESS,47.81,MEDIUM,Retry after a short delay or use another payment method.
6044,CARD,Bank_B,0,1,NETWORK_ERROR,SUCCESS,50.13,MEDIUM,Retry after a short delay or use another payment method.
15190,UPI,Bank_D,1,2,NONE,SUCCESS,39.25,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
8802,CARD,Bank_A,0,1,NONE,FAILED,16.39,LOW,Continue payment normally.
10631,CARD,Bank_C,0,1,NONE,SUCCESS,22.94,LOW,Continue payment normally.
8334,CARD,Bank_A,1,2,AUTH_ERROR,FAILED,74.64,HIGH,Complete authentication and retry the payment.
18899,CARD,Bank_C,1,2,CARD_DECLINED,FAILED,83.44,HIGH,Try UPI or Net Banking instead of the card.
15161,UPI,Bank_A,0,1,NONE,SUCCESS,13.91,LOW,Continue payment normally.
5405,CARD,Bank_B,0,1,NONE,SUCCESS,13.18,LOW,Continue payment normally.
7219,CARD,Bank_C,0,1,CARD_DECLINED,FAILED,53.63,MEDIUM,Try UPI or Net Banking instead of the card.
13468,CARD,Bank_A,0,1,NONE,SUCCESS,14.45,LOW,Continue payment normally.
8079,NET_BANKING,Bank_A,1,2,NONE,SUCCESS,36.66,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
1047,CARD,Bank_D,0,1,NONE,FAILED,21.29,LOW,Continue payment normally.
7976,NET_BANKING,Bank_B,0,1,NONE,SUCCESS,16.45,LOW,Continue payment normally.
19353,UPI,Bank_A,1,2,BANK_ERROR,SUCCESS,68.81,MEDIUM,Try another bank or payment method.
4272,UPI,Bank_A,0,1,BANK_ERROR,FAILED,40.81,MEDIUM,Try another bank or payment method.
15136,UPI,Bank_B,0,1,NONE,FAILED,16.16,LOW,Continue payment normally.
14919,UPI,Bank_B,0,1,NONE,SUCCESS,11.66,LOW,Continue payment normally.
19292,UPI,Bank_A,1,2,NONE,SUCCESS,30.96,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
11982,UPI,Bank_B,1,2,NONE,FAILED,31.88,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
4013,UPI,Bank_C,1,2,NONE,FAILED,40.98,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
1278,NET_BANKING,Bank_A,0,1,BANK_ERROR,FAILED,38.73,MEDIUM,Try another bank or payment method.
9360,NET_BANKING,Bank_B,0,1,NONE,FAILED,14.43,LOW,Continue payment normally.
16117,CARD,Bank_A,0,1,NONE,SUCCESS,17.84,LOW,Continue payment normally.
7585,NET_BANKING,Bank_A,2,3,BANK_ERROR,FAILED,82.61,HIGH,Try another bank or payment method.
19105,CARD,Bank_A,0,1,NONE,SUCCESS,16.76,LOW,Continue payment normally.
1116,UPI,Bank_C,0,1,NONE,SUCCESS,15.86,LOW,Continue payment normally.
4402,CARD,Bank_B,1,2,NONE,SUCCESS,34.5,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
1897,UPI,Bank_B,1,2,NONE,FAILED,30.35,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
3188,UPI,Bank_D,0,1,NONE,SUCCESS,12.89,LOW,Continue payment normally.
7314,NET_BANKING,Bank_B,0,1,NONE,SUCCESS,14.91,LOW,Continue payment normally.
13789,UPI,Bank_C,1,2,NONE,SUCCESS,41.47,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
8501,UPI,Bank_C,2,3,BANK_ERROR,FAILED,90.87,HIGH,Try another bank or payment method.
137,CARD,Bank_C,0,1,NONE,FAILED,20.07,LOW,Continue payment normally.
9590,UPI,Bank_B,0,1,NONE,SUCCESS,12.33,LOW,Continue payment normally.
